dataset,outcome,tax_otu_label,med_auroc_diff,is_severe,med_rel_abun
full,allcause,Actinomyces (OTU 210),2.6717855283705928e-5,no,3.1162699805253814e-4
full,allcause,Actinomyces (OTU 210),2.6717855283705928e-5,yes,2.8515720818807574e-4
full,allcause,Bacteroides (OTU 23),-8.359318063508593e-4,no,0.0100481670557382
full,allcause,Bacteroides (OTU 23),-8.359318063508593e-4,yes,0.005104975115782983
full,allcause,Bacteroides (OTU 355),-5.937272254034424e-4,no,9.807494565886936e-5
full,allcause,Bacteroides (OTU 355),-5.937272254034424e-4,yes,1.2432048855894105e-4
full,allcause,Barnesiella (OTU 96),2.7663977095262907e-4,no,0.001209448326428976
full,allcause,Barnesiella (OTU 96),2.7663977095262907e-4,yes,0.001428290425953782
full,allcause,Bifidobacterium (OTU 50),3.8586673607495507e-4,no,0.0036629284052478654
full,allcause,Bifidobacterium (OTU 50),3.8586673607495507e-4,yes,7.52727481654973e-4
full,allcause,Butyricimonas (OTU 83),7.069234773554559e-5,no,0.0013135460760680833
full,allcause,Butyricimonas (OTU 83),7.069234773554559e-5,yes,0.00147338261486633
full,allcause,Eggerthella (OTU 212),-0.0016203930244664288,no,3.5551770997002593e-4
full,allcause,Eggerthella (OTU 212),-0.0016203930244664288,yes,4.835204641807891e-4
full,allcause,Enterococcus (OTU 12),0.015849804789172296,no,0.01878268839513161
full,allcause,Enterococcus (OTU 12),0.015849804789172296,yes,0.04306617373727204
full,allcause,Flavonifractor (OTU 42),0.004296655387818833,no,0.004262446547224242
full,allcause,Flavonifractor (OTU 42),0.004296655387818833,yes,0.0032081933716215346
full,allcause,Lachnospiraceae (OTU 149),0.008016631962519515,no,4.7613886658900496e-4
full,allcause,Lachnospiraceae (OTU 149),0.008016631962519515,yes,6.577936567459529e-4
full,allcause,Lactobacillus (OTU 211),0.003223516397709519,no,2.246581196589297e-4
full,allcause,Lactobacillus (OTU 211),0.003223516397709519,yes,0.001728824403897924
full,allcause,Lactobacillus (OTU 71),0.001529229567933368,no,0.0024628353908233173
full,allcause,Lactobacillus (OTU 71),0.001529229567933368,yes,0.0017074349289669638
full,allcause,Parabacteroides (OTU 9),0.0020517438833940614,no,0.019537131625838075
full,allcause,Parabacteroides (OTU 9),0.0020517438833940614,yes,0.031923441503967115
full,allcause,Pasteurellaceae (OTU 26),0.004493011452368551,no,0.008232798528937798
full,allcause,Pasteurellaceae (OTU 26),0.004493011452368551,yes,6.124763174209536e-4
full,allcause,Pseudomonas (OTU 120),0.009621069755335753,no,0.0011936581652644096
full,allcause,Pseudomonas (OTU 120),0.009621069755335753,yes,0.002410852657137105
full,allcause,Roseburia (OTU 33),1.97956793336804e-4,no,0.005375658653792678
full,allcause,Roseburia (OTU 33),1.97956793336804e-4,yes,0.0018738751297334513
full,allcause,Staphylococcus (OTU 119),0.027587662675689736,no,5.179413497494398e-4
full,allcause,Staphylococcus (OTU 119),0.027587662675689736,yes,0.0027085523664948713
full,allcause,Streptococcus (OTU 37),0.0071101379489848975,no,0.0055751145291620145
full,allcause,Streptococcus (OTU 37),0.0071101379489848975,yes,0.001447194737231713
full,attrib,Actinomyces (OTU 210),-0.001136043478260868,no,3.0782780147637154e-4
full,attrib,Actinomyces (OTU 210),-0.001136043478260868,yes,3.5128555041778026e-4
full,attrib,Bacteroides (OTU 23),0.002141782608695648,no,0.01022575964487253
full,attrib,Bacteroides (OTU 23),0.002141782608695648,yes,9.079861565217153e-6
full,attrib,Bacteroides (OTU 355),-1.1717391304348027e-4,no,9.930580277165307e-5
full,attrib,Bacteroides (OTU 355),-1.1717391304348027e-4,yes,2.9234920704248744e-5
full,attrib,Barnesiella (OTU 96),-1.0599999999999785e-4,no,0.0012228986561688645
full,attrib,Barnesiella (OTU 96),-1.0599999999999785e-4,yes,2.9316696891041053e-6
full,attrib,Bifidobacterium (OTU 50),-0.0017930434782608762,no,0.003606121352790984
full,attrib,Bifidobacterium (OTU 50),-0.0017930434782608762,yes,0.001291736105187961
full,attrib,Butyricimonas (OTU 83),-0.002010434782608692,no,0.0013049004109241846
full,attrib,Butyricimonas (OTU 83),-0.002010434782608692,yes,0.0014881780562736216
full,attrib,Eggerthella (OTU 212),-0.0034539130434782586,no,3.5184342650751275e-4
full,attrib,Eggerthella (OTU 212),-0.0034539130434782586,yes,5.774242228241264e-4
full,attrib,Enterococcus (OTU 12),0.02224069565217391,no,0.019110982046149114
full,attrib,Enterococcus (OTU 12),0.02224069565217391,yes,0.061507721610864534
full,attrib,Flavonifractor (OTU 42),-0.0013048695652173906,no,0.00424751638823751
full,attrib,Flavonifractor (OTU 42),-0.0013048695652173906,yes,0.003180986761309631
full,attrib,Lachnospiraceae (OTU 149),0.0016455217391304355,no,4.8214263685186206e-4
full,attrib,Lachnospiraceae (OTU 149),0.0016455217391304355,yes,5.393648313844443e-4
full,attrib,Lactobacillus (OTU 211),0.010427043478260869,no,2.3572377991960591e-4
full,attrib,Lactobacillus (OTU 211),0.010427043478260869,yes,0.004945344134591849
full,attrib,Lactobacillus (OTU 71),0.0038337826086956533,no,0.002435064888499451
full,attrib,Lactobacillus (OTU 71),0.0038337826086956533,yes,0.002810149347577641
full,attrib,Parabacteroides (OTU 9),0.014944565217391305,no,0.019388027960942196
full,attrib,Parabacteroides (OTU 9),0.014944565217391305,yes,0.04468480146175358
full,attrib,Pasteurellaceae (OTU 26),1.7665217391304357e-4,no,0.008093782784393886
full,attrib,Pasteurellaceae (OTU 26),1.7665217391304357e-4,yes,4.560397914411266e-4
full,attrib,Pseudomonas (OTU 120),0.029715391304347825,no,0.0011731304120026532
full,attrib,Pseudomonas (OTU 120),0.029715391304347825,yes,0.005853370748559912
full,attrib,Roseburia (OTU 33),2.200869565217444e-4,no,0.005315339968320947
full,attrib,Roseburia (OTU 33),2.200869565217444e-4,yes,0.003912370714373341
full,attrib,Staphylococcus (OTU 119),0.003087521739130433,no,5.15789302937237e-4
full,attrib,Staphylococcus (OTU 119),0.003087521739130433,yes,0.005283349148596309
full,attrib,Streptococcus (OTU 37),0.002543391304347827,no,0.005484457678830229
full,attrib,Streptococcus (OTU 37),0.002543391304347827,yes,0.0031558208581675897
full,idsa,Actinomyces (OTU 210),1.7063538327018816e-4,no,3.83547408918087e-4
full,idsa,Actinomyces (OTU 210),1.7063538327018816e-4,yes,3.3800257556120276e-4
full,idsa,Bacteroides (OTU 23),-8.636403380938402e-4,no,0.01022761365188679
full,idsa,Bacteroides (OTU 23),-8.636403380938402e-4,yes,0.010710265338099796
full,idsa,Bacteroides (OTU 355),0.003534999514232973,no,6.980872429103365e-5
full,idsa,Bacteroides (OTU 355),0.003534999514232973,yes,1.4091788128384403e-4
full,idsa,Barnesiella (OTU 96),0.0029804770232196576,no,9.044120023314231e-4
full,idsa,Barnesiella (OTU 96),0.0029804770232196576,yes,0.00195652048990228
full,idsa,Bifidobacterium (OTU 50),0.0036098319246089636,no,0.004176741039980351
full,idsa,Bifidobacterium (OTU 50),0.0036098319246089636,yes,0.0025225484116101456
full,idsa,Butyricimonas (OTU 83),0.0030488390168075404,no,7.917796980635169e-4
full,idsa,Butyricimonas (OTU 83),0.0030488390168075404,yes,0.002140294409076919
full,idsa,Eggerthella (OTU 212),0.00386599145050034,no,3.24474982852069e-4
full,idsa,Eggerthella (OTU 212),0.00386599145050034,yes,5.598691317518006e-4
full,idsa,Enterococcus (OTU 12),0.005066001165840864,no,0.018511283181080213
full,idsa,Enterococcus (OTU 12),0.005066001165840864,yes,0.03207894477841386
full,idsa,Flavonifractor (OTU 42),-3.117167006702871e-5,no,0.0041813206217357875
full,idsa,Flavonifractor (OTU 42),-3.117167006702871e-5,yes,0.004017647871673231
full,idsa,Lachnospiraceae (OTU 149),-6.080977363256551e-4,no,3.9630638437043096e-4
full,idsa,Lachnospiraceae (OTU 149),-6.080977363256551e-4,yes,5.581481049200455e-4
full,idsa,Lactobacillus (OTU 211),1.230933644224268e-4,no,3.2773951819451406e-4
full,idsa,Lactobacillus (OTU 211),1.230933644224268e-4,yes,4.944484760365978e-4
full,idsa,Lactobacillus (OTU 71),0.00443592247158263,no,0.0018153250133447383
full,idsa,Lactobacillus (OTU 71),0.00443592247158263,yes,0.004461183154841139
full,idsa,Parabacteroides (OTU 9),1.5266686097347137e-4,no,0.018800393539946735
full,idsa,Parabacteroides (OTU 9),1.5266686097347137e-4,yes,0.02644585114318265
full,idsa,Pasteurellaceae (OTU 26),0.001217847080540177,no,0.00824434538722869
full,idsa,Pasteurellaceae (OTU 26),0.001217847080540177,yes,0.004776434031053833
full,idsa,Roseburia (OTU 33),0.005403298358107451,no,0.00537878617740049
full,idsa,Roseburia (OTU 33),0.005403298358107451,yes,0.0024126699149032266
full,idsa,Staphylococcus (OTU 119),3.0059749344214706e-4,no,6.564248621790619e-4
full,idsa,Staphylococcus (OTU 119),3.0059749344214706e-4,yes,0.0010071964612961054
full,idsa,Streptococcus (OTU 37),0.002033241037598371,no,0.004595358639978465
full,idsa,Streptococcus (OTU 37),0.002033241037598371,yes,0.005157427728570018
full,pragmatic,Actinomyces (OTU 210),-1.0152173913043788e-4,no,3.0782780147637154e-4
full,pragmatic,Actinomyces (OTU 210),-1.0152173913043788e-4,yes,3.434493090737525e-4
full,pragmatic,Bacteroides (OTU 23),-2.790635451505009e-4,no,0.01022575964487253
full,pragmatic,Bacteroides (OTU 23),-2.790635451505009e-4,yes,5.072402448458463e-4
full,pragmatic,Bacteroides (OTU 355),-2.1638795986622322e-4,no,9.930580277165307e-5
full,pragmatic,Bacteroides (OTU 355),-2.1638795986622322e-4,yes,1.1078963195401093e-4
full,pragmatic,Barnesiella (OTU 96),-7.729431438127053e-4,no,0.0012228986561688645
full,pragmatic,Barnesiella (OTU 96),-7.729431438127053e-4,yes,0.0012598368218650626
full,pragmatic,Bifidobacterium (OTU 50),1.0035117056856687e-4,no,0.003606121352790984
full,pragmatic,Bifidobacterium (OTU 50),1.0035117056856687e-4,yes,8.623896931469401e-4
full,pragmatic,Butyricimonas (OTU 83),2.820903010033445e-4,no,0.0013049004109241846
full,pragmatic,Butyricimonas (OTU 83),2.820903010033445e-4,yes,0.0016727240848926404
full,pragmatic,Eggerthella (OTU 212),-3.8613712374581665e-4,no,3.5184342650751275e-4
full,pragmatic,Eggerthella (OTU 212),-3.8613712374581665e-4,yes,5.864421252873105e-4
full,pragmatic,Enterococcus (OTU 12),0.025761321070234107,no,0.019110982046149114
full,pragmatic,Enterococcus (OTU 12),0.025761321070234107,yes,0.04469458920500907
full,pragmatic,Flavonifractor (OTU 42),0.001020886287625425,no,0.00424751638823751
full,pragmatic,Flavonifractor (OTU 42),0.001020886287625425,yes,0.0031493218510254984
full,pragmatic,Lachnospiraceae (OTU 149),0.011946204013377927,no,4.8214263685186206e-4
full,pragmatic,Lachnospiraceae (OTU 149),0.011946204013377927,yes,6.080474819024314e-4
full,pragmatic,Lactobacillus (OTU 211),3.5102006688963056e-4,no,2.3572377991960591e-4
full,pragmatic,Lactobacillus (OTU 211),3.5102006688963056e-4,yes,0.001991486298814301
full,pragmatic,Lactobacillus (OTU 71),-9.747826086956547e-4,no,0.002435064888499451
full,pragmatic,Lactobacillus (OTU 71),-9.747826086956547e-4,yes,0.0019632471932088877
full,pragmatic,Parabacteroides (OTU 9),0.003991705685618729,no,0.019388027960942196
full,pragmatic,Parabacteroides (OTU 9),0.003991705685618729,yes,0.0382794054361282
full,pragmatic,Pasteurellaceae (OTU 26),9.235284280936414e-4,no,0.008093782784393886
full,pragmatic,Pasteurellaceae (OTU 26),9.235284280936414e-4,yes,7.297444005156421e-4
full,pragmatic,Pseudomonas (OTU 120),0.012139983277591972,no,0.0011731304120026532
full,pragmatic,Pseudomonas (OTU 120),0.012139983277591972,yes,0.003138002075243126
full,pragmatic,Roseburia (OTU 33),2.0859531772575608e-4,no,0.005315339968320947
full,pragmatic,Roseburia (OTU 33),2.0859531772575608e-4,yes,0.0018655638446160288
full,pragmatic,Staphylococcus (OTU 119),0.025002709030100333,no,5.15789302937237e-4
full,pragmatic,Staphylococcus (OTU 119),0.025002709030100333,yes,0.003409936885624662
full,pragmatic,Streptococcus (OTU 37),0.0034690468227424713,no,0.005484457678830229
full,pragmatic,Streptococcus (OTU 37),0.0034690468227424713,yes,0.0017786840666803542
int,allcause,Actinomyces (OTU 210),0.004264785420340969,no,3.1162699805253814e-4
int,allcause,Actinomyces (OTU 210),0.004264785420340969,yes,2.8515720818807574e-4
int,allcause,Bacteroides (OTU 23),-3.5670194003527495e-4,no,0.0100481670557382
int,allcause,Bacteroides (OTU 23),-3.5670194003527495e-4,yes,0.005104975115782983
int,allcause,Bacteroides (OTU 355),-2.4432686654908206e-4,no,9.807494565886936e-5
int,allcause,Bacteroides (OTU 355),-2.4432686654908206e-4,yes,1.2432048855894105e-4
int,allcause,Barnesiella (OTU 96),-4.8189300411522184e-4,no,0.001209448326428976
int,allcause,Barnesiella (OTU 96),-4.8189300411522184e-4,yes,0.001428290425953782
int,allcause,Bifidobacterium (OTU 50),-2.2451499118165817e-4,no,0.0036629284052478654
int,allcause,Bifidobacterium (OTU 50),-2.2451499118165817e-4,yes,7.52727481654973e-4
int,allcause,Butyricimonas (OTU 83),-0.0012054085831863632,no,0.0013135460760680833
int,allcause,Butyricimonas (OTU 83),-0.0012054085831863632,yes,0.00147338261486633
int,allcause,Eggerthella (OTU 212),-0.0018123162845385052,no,3.5551770997002593e-4
int,allcause,Eggerthella (OTU 212),-0.0018123162845385052,yes,4.835204641807891e-4
int,allcause,Enterococcus (OTU 12),0.018372369194591415,no,0.01878268839513161
int,allcause,Enterococcus (OTU 12),0.018372369194591415,yes,0.04306617373727204
int,allcause,Flavonifractor (OTU 42),0.002899353321575542,no,0.004262446547224242
int,allcause,Flavonifractor (OTU 42),0.002899353321575542,yes,0.0032081933716215346
int,allcause,Lachnospiraceae (OTU 149),0.0013143738977072286,no,4.7613886658900496e-4
int,allcause,Lachnospiraceae (OTU 149),0.0013143738977072286,yes,6.577936567459529e-4
int,allcause,Lactobacillus (OTU 211),0.022463227513227508,no,2.246581196589297e-4
int,allcause,Lactobacillus (OTU 211),0.022463227513227508,yes,0.001728824403897924
int,allcause,Lactobacillus (OTU 71),0.006996884185773073,no,0.0024628353908233173
int,allcause,Lactobacillus (OTU 71),0.006996884185773073,yes,0.0017074349289669638
int,allcause,Parabacteroides (OTU 9),0.0036462081128747783,no,0.019537131625838075
int,allcause,Parabacteroides (OTU 9),0.0036462081128747783,yes,0.031923441503967115
int,allcause,Pasteurellaceae (OTU 26),0.003032863021751905,no,0.008232798528937798
int,allcause,Pasteurellaceae (OTU 26),0.003032863021751905,yes,6.124763174209536e-4
int,allcause,Roseburia (OTU 33),-4.1384479717812794e-4,no,0.005375658653792678
int,allcause,Roseburia (OTU 33),-4.1384479717812794e-4,yes,0.0018738751297334513
int,allcause,Staphylococcus (OTU 119),0.008553203997648444,no,5.179413497494398e-4
int,allcause,Staphylococcus (OTU 119),0.008553203997648444,yes,0.0027085523664948713
int,allcause,Streptococcus (OTU 37),0.005982363315696643,no,0.0055751145291620145
int,allcause,Streptococcus (OTU 37),0.005982363315696643,yes,0.001447194737231713
int,attrib,Actinomyces (OTU 210),-4.7668393782382954e-4,no,3.0782780147637154e-4
int,attrib,Actinomyces (OTU 210),-4.7668393782382954e-4,yes,3.5128555041778026e-4
int,attrib,Bacteroides (OTU 23),0.004237616580310884,no,0.01022575964487253
int,attrib,Bacteroides (OTU 23),0.004237616580310884,yes,9.079861565217153e-6
int,attrib,Bacteroides (OTU 355),6.244041450777156e-4,no,9.930580277165307e-5
int,attrib,Bacteroides (OTU 355),6.244041450777156e-4,yes,2.9234920704248744e-5
int,attrib,Barnesiella (OTU 96),-1.625906735751264e-4,no,0.0012228986561688645
int,attrib,Barnesiella (OTU 96),-1.625906735751264e-4,yes,2.9316696891041053e-6
int,attrib,Bifidobacterium (OTU 50),-1.1937823834196409e-4,no,0.003606121352790984
int,attrib,Bifidobacterium (OTU 50),-1.1937823834196409e-4,yes,0.001291736105187961
int,attrib,Butyricimonas (OTU 83),-0.0024052331606217556,no,0.0013049004109241846
int,attrib,Butyricimonas (OTU 83),-0.0024052331606217556,yes,0.0014881780562736216
int,attrib,Eggerthella (OTU 212),-0.002806062176165797,no,3.5184342650751275e-4
int,attrib,Eggerthella (OTU 212),-0.002806062176165797,yes,5.774242228241264e-4
int,attrib,Enterococcus (OTU 12),0.028456580310880834,no,0.019110982046149114
int,attrib,Enterococcus (OTU 12),0.028456580310880834,yes,0.061507721610864534
int,attrib,Flavonifractor (OTU 42),-0.001247668393782385,no,0.00424751638823751
int,attrib,Flavonifractor (OTU 42),-0.001247668393782385,yes,0.003180986761309631
int,attrib,Lachnospiraceae (OTU 149),5.174093264248747e-4,no,4.8214263685186206e-4
int,attrib,Lachnospiraceae (OTU 149),5.174093264248747e-4,yes,5.393648313844443e-4
int,attrib,Lactobacillus (OTU 211),0.021785181347150264,no,2.3572377991960591e-4
int,attrib,Lactobacillus (OTU 211),0.021785181347150264,yes,0.004945344134591849
int,attrib,Lactobacillus (OTU 71),0.005147150259067363,no,0.002435064888499451
int,attrib,Lactobacillus (OTU 71),0.005147150259067363,yes,0.002810149347577641
int,attrib,Parabacteroides (OTU 9),0.013886994818652845,no,0.019388027960942196
int,attrib,Parabacteroides (OTU 9),0.013886994818652845,yes,0.04468480146175358
int,attrib,Pasteurellaceae (OTU 26),-7.204663212435174e-4,no,0.008093782784393886
int,attrib,Pasteurellaceae (OTU 26),-7.204663212435174e-4,yes,4.560397914411266e-4
int,attrib,Roseburia (OTU 33),0.0013420725388601043,no,0.005315339968320947
int,attrib,Roseburia (OTU 33),0.0013420725388601043,yes,0.003912370714373341
int,attrib,Staphylococcus (OTU 119),0.013076891191709844,no,5.15789302937237e-4
int,attrib,Staphylococcus (OTU 119),0.013076891191709844,yes,0.005283349148596309
int,attrib,Streptococcus (OTU 37),0.006074196891191711,no,0.005484457678830229
int,attrib,Streptococcus (OTU 37),0.006074196891191711,yes,0.0031558208581675897
int,idsa,Actinomyces (OTU 210),5.285367264314568e-4,no,3.83547408918087e-4
int,idsa,Actinomyces (OTU 210),5.285367264314568e-4,yes,3.3800257556120276e-4
int,idsa,Bacteroides (OTU 23),-0.0010991497975708464,no,0.01022761365188679
int,idsa,Bacteroides (OTU 23),-0.0010991497975708464,yes,0.010710265338099796
int,idsa,Bacteroides (OTU 355),0.004117906304222091,no,6.980872429103365e-5
int,idsa,Bacteroides (OTU 355),0.004117906304222091,yes,1.4091788128384403e-4
int,idsa,Barnesiella (OTU 96),0.004330225563909772,no,9.044120023314231e-4
int,idsa,Barnesiella (OTU 96),0.004330225563909772,yes,0.00195652048990228
int,idsa,Bifidobacterium (OTU 50),0.003333898207056097,no,0.004176741039980351
int,idsa,Bifidobacterium (OTU 50),0.003333898207056097,yes,0.0025225484116101456
int,idsa,Butyricimonas (OTU 83),0.006540485829959513,no,7.917796980635169e-4
int,idsa,Butyricimonas (OTU 83),0.006540485829959513,yes,0.002140294409076919
int,idsa,Eggerthella (OTU 212),0.00301371891266628,no,3.24474982852069e-4
int,idsa,Eggerthella (OTU 212),0.00301371891266628,yes,5.598691317518006e-4
int,idsa,Enterococcus (OTU 12),0.005189167148640825,no,0.018511283181080213
int,idsa,Enterococcus (OTU 12),0.005189167148640825,yes,0.03207894477841386
int,idsa,Flavonifractor (OTU 42),-5.465471370734521e-4,no,0.0041813206217357875
int,idsa,Flavonifractor (OTU 42),-5.465471370734521e-4,yes,0.004017647871673231
int,idsa,Lachnospiraceae (OTU 149),-8.692192018507777e-4,no,3.9630638437043096e-4
int,idsa,Lachnospiraceae (OTU 149),-8.692192018507777e-4,yes,5.581481049200455e-4
int,idsa,Lactobacillus (OTU 211),6.761422787738587e-4,no,3.2773951819451406e-4
int,idsa,Lactobacillus (OTU 211),6.761422787738587e-4,yes,4.944484760365978e-4
int,idsa,Lactobacillus (OTU 71),0.004585841526894158,no,0.0018153250133447383
int,idsa,Lactobacillus (OTU 71),0.004585841526894158,yes,0.004461183154841139
int,idsa,Parabacteroides (OTU 9),-0.0010600115673799885,no,0.018800393539946735
int,idsa,Parabacteroides (OTU 9),-0.0010600115673799885,yes,0.02644585114318265
int,idsa,Pasteurellaceae (OTU 26),3.479641411220361e-4,no,0.00824434538722869
int,idsa,Pasteurellaceae (OTU 26),3.479641411220361e-4,yes,0.004776434031053833
int,idsa,Roseburia (OTU 33),0.004077513013302486,no,0.00537878617740049
int,idsa,Roseburia (OTU 33),0.004077513013302486,yes,0.0024126699149032266
int,idsa,Staphylococcus (OTU 119),0.001517848467322153,no,6.564248621790619e-4
int,idsa,Staphylococcus (OTU 119),0.001517848467322153,yes,0.0010071964612961054
int,idsa,Streptococcus (OTU 37),0.0011415384615384614,no,0.004595358639978465
int,idsa,Streptococcus (OTU 37),0.0011415384615384614,yes,0.005157427728570018
NA,idsa,Pseudomonas (OTU 120),NA,no,7.574761457968895e-4
NA,idsa,Pseudomonas (OTU 120),NA,yes,0.001857099936420506
